pinyin,label
shaohao,0
xingqiao,0
yehao,1
tianrui,0
zhongmin,1
chunfa,0
sini,0
manhui,1
yimai,1
jingying,1
juncen,1
minggui,1
shuhuan,1
yuanlu,0
lianlan,1
gongxu,0
jianshi,0
xilei,0
yangpei,1
rou,0
qingqi,0
yingxiu,1
juntu,0
meiduo,0
xirun,0
fanrou,1
longteng,0
guiyin,0
xiaobin,1
caizi,0
yaren,1
renmei,1
cile,0
dechun,1
diefei,0
yahuan,0
fenman,1
momei,1
yile,0
tianqiong,1
huandui,1
fudi,1
shanshuo,0
zerun,0
zhongdeng,0
yanyin,1
zhufan,0
xunhan,0
toumian,1
helang,0
leiqiang,1
junsa,0
payi,1
beiduo,0
runzhou,0
shoubang,0
cefan,0
haotu,0
chengyue,1
kangyang,0
tong,1
congxun,1
changling,1
maoluo,0
qiaofa,0
xiangcen,0
tianqi,1
zhaomo,0
yanjiong,0
mocha,0
ningyi,0
liulin,0
liunuo,1
youqi,0
haoshu,1
jindian,1
tuyi,0
huixiu,0
tangjing,1
chafang,1
milin,1
yuedai,1
ruisheng,0
yunrong,1
kangsi,0
jiacan,0
yuseng,0
wangbei,1
feiyao,0
yuhuan,1
xihu,0
kaiqiong,1
junqing,1
tan,1
wanshi,1
jueti,1
langqi,0
xiewan,1
yalian,1
jiajiong,0
xiaosheng,0
enze,0
huanxun,1
qianxi,0
zuge,0
xuchuan,0
wosi,0
xupo,1
danzheng,0
zhiai,0
liuying,1
fuhuan,0
qiaohe,0
shundi,0
duanmin,1
suxue,1
junfen,0
dingfan,0
tanhui,1
enxia,1
yunnian,0
xianxing,1
suxue,0
changxi,0
aihuan,0
zheyuan,1
sumang,0
hairu,0
bainian,0
fengshen,0
qiping,1
ruomei,0
yongteng,0
ee,1
huanping,1
yinxing,1
lirong,1
nuola,1
dongpo,0
zhenlan,0
weicang,0
bili,0
shanben,0
bingyang,0
yanbeng,0
haiteng,0
luolin,1
xieni,0
taojun,0
yaguang,0
huishan,1
nijing,1
zanyan,1
dugan,0
yuemiao,0
tiren,1
qianxing,1
qingxue,0
feiniu,0
guixin,0
pingxian,1
yukun,1
shuoao,0
nanke,0
lewen,1
huahong,1
xianlian,0
yirou,0
yubei,0
silong,1
binchang,0
shunyu,1
sunbao,0
zuotong,0
mingde,0
weifei,1
yingrui,1
zuteng,0
jixiao,0
canmei,1
yinqi,0
shengchi,0
ningying,1
tangguo,0
yuanzun,0
hongtong,0
xinxun,1
jiushan,1
yangqiang,0
shoushui,0
tingfu,1
lecheng,0
nanfei,0
pengyun,0
quanfa,0
jiangbo,0
jinran,0
zhenyan,0
youyun,1
qinfen,1
linou,0
junshi,0
jutu,0
congshan,0
meihong,0
hongchen,1
danfu,1
qiaocai,0
shuozhou,0
chengjie,1
liule,0
tainan,1
benchun,0
zhongru,0
runyin,0
yue,1
taishi,0
guxiang,1
juntong,1
jianlin,1
binli,0
zhenzhen,0
xiongwei,0
yingshan,0
xiyi,1
qigan,0
xijue,0
qimin,1
weige,1
ganshu,0
juehan,0
xiaoze,1
xiangnuo,0
qilian,1
pingdu,0
lingwan,0
huaiwen,1
zefeng,1
jingqiu,1
lunyi,0
renhan,0
huanhan,1
huanzi,0
shengxi,0
shilian,0
boshe,0
huibi,1
junhao,1
tingning,1
yinquan,0
huolan,0
ruidie,1
gengshuo,0
guyin,0
longbei,0
tingjing,1
shuilong,0
suman,1
xiancong,0
songyue,0
peijian,0
yicha,0
meishu,1
xianzi,0
zifa,0
jiangshi,1
binglan,0
chongfeng,0
feishe,1
tengda,0
liele,0
ranhan,1
gaorong,0
caocao,1
ganqin,1
shuoyun,0
luochun,0
nianyi,1
lianwang,0
jimiao,1
kuidi,0
keman,1
liangyou,0
qianhai,0
xueke,0
yueran,1
pingjin,0
juqin,0
wenrang,0
jingchao,0
kuangshan,1
jiuzhen,0
fanzhi,1
huainuo,0
xuehan,1
banting,1
yixian,1
pengye,1
nvyan,1
xinniao,1
pingqian,1
shaoyun,1
nianci,1
diao,1
zhanshuai,0
aohao,1
sizhuo,1
yusha,0
changdan,0
tailian,0
zheheng,1
cenyu,1
tianwan,1
qinjian,0
fanhua,1
ruishen,1
ruozhong,1
panxuan,1
lianshu,1
shilang,0
baiyang,1
yongzhen,0
ganquan,1
shunfei,1
qianou,1
moxue,0
danya,0
miaofa,0
beilei,0
jiaruo,0
yaoqiu,0
jiahao,0
tingnuo,1
ludi,0
jianzuan,0
jianji,0
yuanchou,0
tingchun,0
weizhuan,0
yanan,0
houchen,0
baoyao,1
jiaocui,0
xinshuang,0
teta,1
lunkai,0
jinchang,1
hanchao,0
baobei,0
gaofu,0
cengbi,0
bozheng,1
shipang,0
dakang,0
menglian,0
kaishuo,0
anquan,0
cichen,1
bingtai,0
luoqing,1
muruo,1
quanchen,0
pinfei,0
mingti,0
ganxuan,0
shacen,1
jianya,1
juanwen,1
shanqi,0
lishi,0
haiyan,1
xinqian,0
yuereng,0
oumei,1
dixin,1
yang,0
kunbao,0
kuangyou,1
huasen,0
suting,1
maidu,1
tanqi,1
kuoman,0
queche,0
tianheng,1
yongcheng,0
cenpu,1
yantai,0
mengbei,1
gongyao,1
manqing,0
changjin,1
lveqi,0
xinbai,0
gangqi,1
bingyao,0
feicui,1
qiangqian,0
pengchen,0
shaosheng,1
jiemin,1
longxiao,0
lihuan,1
lingtang,0
qiongpi,1
yuezhou,0
peihang,0
bingshi,1
hulin,0
qizha,0
luangan,0
zhaofen,0
jingqiao,0
binge,0
mihan,1
wenyin,0
xinxia,0
mingzhang,1
huaichun,0
kenzhong,0
dizhu,0
yunjun,0
lingtong,1
chouxi,1
huaxi,0
guogan,0
pingzhong,0
xuanfang,0
guangding,0
kongyuan,1
dudiao,0
meiyun,0
anda,0
shunxi,1
zuanheng,0
juyao,0
weidan,1
teng,1
quanzhi,0
linji,0
fangsha,1
naosi,1
ziwu,0
changshi,0
linshuang,1
mai,1
yedai,0
guangcong,0
jieyun,0
huami,0
wendan,0
guanli,1
mengsha,1
shenan,0
tingyu,1
daoheng,0
qiongpei,1
jiaoxi,1
fengzhen,1
lichu,1
cangwan,0
xuanduo,1
xiaohan,0
xinqin,0
shuaihua,0
yiran,1
lecong,0
difen,1
shaofeng,1
xiantang,0
linping,0
qiaxin,1
suhao,1
qingru,1
tingqi,1
moutu,0
hongwei,0
youfang,1
yinghua,1
yuelun,1
zhaohao,0
rongzu,0
guinuo,0
changqian,0
jinmin,0
bingqing,0
beichang,0
tingyue,1
zexu,1
ze,1
yuren,1
feiluan,0
wangqi,1
lala,0
jinzhu,0
langdong,0
suiyang,1
zuonuo,1
yiku,0
anping,0
shiling,0
xuemei,1
meixiu,1
longji,0
chunxiao,0
zhuyue,1
ruiren,0
lezi,1
luoqi,0
longku,0
shihui,0
dongpeng,0
peizeng,0
yueming,1
ruozhen,1
chihai,0
zemeng,0
shutiao,0
datou,0
yuanguo,0
yangshuo,0
huoyong,1
pusheng,0
libei,0
bayou,1
diansheng,0
chanqiang,1
yima,0
qiaozi,1
huicheng,1
xuning,1
genming,0
shengting,1
guanyu,0
cejun,0
chuanlin,0
xiangchun,1
mipa,1
yinran,1
zhengni,0
huanchou,0
zhongfa,0
feiyao,1
ying,1
zhaoning,0
xujiao,0
zengjing,1
hanle,1
sanyuan,0
jijian,0
zhuojing,1
guiying,1
shenghong,0
huala,0
zhuchen,0
feifan,0
caiyu,1
guofang,0
haifeng,1
shanma,0
tuoxing,1
shiyao,0
chongyue,0
fengran,1
zaochun,0
houxue,0
zhexi,1
rongbai,0
ounan,0
demei,0
fengqin,0
zhengfen,1
lianyong,0
liulang,1
fangle,1
yuye,0
shaochang,0
duoqin,1
geao,0
antai,0
honglin,0
shuangcheng,0
jiantai,0
dingshui,1
xufu,1
weining,1
ninglin,0
yindiao,0
chaoxin,1
shigu,0
dantai,0
longyao,1
baowang,0
zuhai,1
huida,0
shaoyu,0
gongyi,0
zudi,0
jiangxue,1
fuqiang,1
jintu,0
liqu,1
mitao,0
nixu,1
zijiang,0
erhua,0
yunfan,0
chulang,0
weike,1
taolve,0
yujin,0
peishan,1
yansui,0
xiangyu,0
yinkang,0
paitan,1
ruoxing,1
zhisheng,0
chunnuo,0
baocui,0
benrui,0
chunhui,0
xiongtian,0
mirui,0
liangchun,1
xiaozhao,0
jinwei,1
jiqin,0
zhenmei,1
songhao,0
xiagang,1
gongqing,0
beiling,0
benqiang,1
weier,0
hangping,1
quanshui,0
xianpan,0
congman,1
huidong,0
shuaiying,1
bingluan,0
xuanzao,1
longzuo,0
nvpiao,1
kanxue,1
deying,0
jiwang,0
qiangru,0
baikun,1
zhouhuai,0
yaoshi,0
youniao,1
xiaomu,0
dongqun,0
chongming,0
zhaorong,0
qianwen,0
rupo,0
xinxiu,0
wunan,1
zangan,0
quanpan,1
wanjiong,0
danjia,0
zhiruo,1
canming,0
chengju,0
yunming,0
chaoxiong,0
kuaile,1
yuecun,1
qiurong,0
yiren,1
manmiao,1
yuanliang,0
luno,1
qianren,0
xuemo,0
desen,0
weipi,1
rihun,0
daohan,0
chiying,1
nietao,0
sizhang,0
yingye,1
taoling,0
dingye,0
xueping,0
yanghong,0
cuixia,0
zanyu,0
tianxia,0
nujing,1
shaoshuang,1
huanghuang,0
jijia,1
shuangxiong,1
jingli,1
linjin,0
daguan,0
zeyu,0
zeai,1
dengxiang,0
minlu,0
bingqi,1
yuanca,0
linfang,0
taiyi,0
hengyang,0
ganshan,0
yanyun,1
yaning,1
bozhong,0
xinliang,1
xiruan,1
chenhang,0
di,1
lingshe,0
dihe,0
miaoge,1
shiye,1
dashu,0
xingmu,0
weilin,0
tianyan,0
riping,1
bonan,0
runnong,0
zaiyun,1
qimin,0
haiwei,0
haojing,1
zhifan,0
ninggan,0
guanping,1
xianrong,0
tengrui,0
zuxing,1
caiju,0
longqu,0
fanyin,0
qietong,1
nenjin,1
ximan,1
xuren,1
lingqiong,1
mengguan,1
xiaodie,1
penghui,0
quankai,0
xiuzhi,1
zequan,0
haizhao,0
ganzhu,0
junming,0
qiangfu,0
paiyan,1
asen,0
ruiheng,1
kanjia,1
jiongwen,0
tongxin,1
yiya,0
qinqin,0
tanni,1
zhouya,0
shunzhi,1
yunle,0
zhanhe,0
huiye,1
youlun,1
lianye,1
zhenqi,0
qunchao,0
mailun,0
jianzhen,1
fanya,1
chenxin,1
yindong,0
huanmo,0
huanxin,0
qinzhu,1
junzhuo,0
cuiyin,0
yuemeng,0
mogui,1
xinben,0
gechui,1
chanpei,1
zhaochang,1
puchi,0
shixiu,0
daoman,0
eru,0
bojue,1
maijing,1
yueyin,1
jueqin,0
guisha,1
jinchu,0
zhongyuan,1
xiaming,0
chunhong,0
cunfang,1
shuojian,0
shangni,1
pohang,0
xianwo,0
xuwan,1
qiafei,1
shunguo,0
chiqin,1
paopao,0
kongchao,0
shanchen,0
wuxing,1
jielian,1
jiuyang,0
luolei,1
yonghuan,0
qiaolei,0
xideng,0
congqian,0
shenjiang,0
zhougui,0
liuhua,1
sumeng,1
dongyu,1
zhenbiao,0
enling,0
maqi,0
bingyu,1
peizuan,0
zhiwu,1
yingshui,0
lufei,1
jingqiang,1
naying,1
zekun,0
guangjun,0
chumei,0
chiyue,1
jiakun,0
junsu,1
juesheng,0
dege,0
zhongshuo,0
yonghe,0
meien,1
chongde,0
gangxin,1
runjiang,0
chuanye,0
xinbin,0
qiaomeng,0
huijia,1
shaci,1
yihang,0
hantiao,1
hanhai,0
tiechuan,0
yuanding,0
ruojie,0
chunhu,0
xiaoniu,0
baimiao,0
nier,0
ditao,1
shunliang,0
xiayu,1
qiumin,0
langxu,0
xinyuan,0
zhiguang,0
huige,1
bingjia,0
youlong,0
huanzhao,0
hongshun,0
ruifang,1
fangqian,1
yanduo,1
yucan,0
qiongshu,0
zhangjue,0
manfei,0
huangping,1
suiyuan,1
zhenglin,1
zeni,0
luoxuan,1
meikuang,1
zhangkai,0
tanquan,0
tengmao,0
gege,0
kaiwen,1
hongkan,0
jiaoren,1
wosui,1
sanbao,1
chirui,0
aming,0
anda,1
honghe,0
dui,0
haiman,1
wanle,0
qingkang,0
bairun,0
menglei,1
quanbin,0
raoyu,1
yixing,1
beiqian,1
huasheng,0
haochuan,0
kunli,0
xinzuo,1
gangxue,1
qizu,0
ruobin,0
jiamin,0
silang,0
yangxin,1
huofen,0
shie,1
mengyao,1
rongwei,1
haihu,0
nvchan,1
yujin,1
yunfu,0
luyan,1
yuanyou,0
minlan,1
shumu,1
jingnan,0
guangxian,0
hongqiu,0
qinyong,1
rao,0
xiuku,0
shuchun,0
qingmei,0
junshou,0
caidan,1
cengzhen,0
weifeng,1
jiantian,0
zaomeng,1
zhenghe,0
xianglian,0
juxuan,1
dieli,1
haidong,1
shigong,1
chenchang,0
peiang,0
guorong,1
riteng,0
songcheng,0
pinglan,0
senyan,0
queyou,1
xiangshu,1
shamin,1
luozhe,0
sirang,0
hanqi,1
heku,0
weichai,0
jionghong,0
caorang,1
jiefang,1
cuxin,0
changsen,0
ruhao,0
xuedian,0
qihan,1
zhangjing,0
chongpu,1
songjie,1
ruyu,0
cangao,1
ri,1
miaogou,1
tongling,1
linqiao,1
siruo,1
kangzi,0
jinge,1
lachang,0
shanci,0
huipo,1
jiaoweng,1
yongping,1
muhuo,1
shuoying,1
shengmu,0
zhe舤,0
yunzhi,0
zhichun,1
lingxing,1
nianqiao,1
xiaonuo,1
jihua,1
hongxi,1
kailan,1
caying,1
yunpu,1
dianyun,1
qiner,0
yueji,1
yuxun,1
diqian,0
yefei,0
qiyin,0
linsi,0
rongxian,0
peiyan,1
yaoyue,0
minghe,0
haocang,0
dongshuang,0
yaxian,1
xianzhi,0
zhanling,1
qichan,1
chentao,0
nanfu,1
bicheng,1
aihong,1
zhanyu,0
deqin,0
libian,0
mingrui,0
jinshui,0
kuanyi,0
songli,1
zhaodun,0
guanghao,0
haosi,0
deyuan,1
duorun,0
mingze,1
pingyin,1
xiangpeng,0
yezhai,0
yinfei,1
xiaoang,0
bujin,0
luoming,1
jianzun,0
baan,0
liwa,0
zhaozhe,0
guiting,1
huaishan,0
tongjun,0
baodian,0
yiang,1
xiren,1
luorui,1
hongfu,0
jianke,0
xingqiu,1
zizhuo,0
jiongliang,0
qingjian,1
mengmiao,1
yuanye,0
zonghan,1
qinzheng,0
yahan,0
ajiao,0
feijiao,1
jieyue,0
maoxiao,0
huantai,0
luman,1
hejian,0
pingzu,0
zirou,0
enbo,0
yuanwan,1
jiusi,1
fengcheng,1
rongchu,0
manliang,0
tingrang,0
congji,1
huiru,0
nanzi,1
jianghan,0
guiliu,0
chuqi,0
boyan,0
qianghai,0
renhou,0
linbo,0
youyu,0
linqiong,0
benqiang,0
kangning,1
zhaokang,0
miaoxi,0
xiujin,0
xueshui,0
fenglin,1
liangqin,1
fuhui,0
jianqiang,0
laihong,0
poyi,0
peishuang,1
changtang,0
kangli,0
yebi,0
yuegeng,1
bingren,0
songan,0
danbei,1
maohui,0
pinrui,1
shehou,0
jiaqi,1
enke,1
xincong,1
cenhan,1
xunlv,1
aigen,0
shixuan,0
qinuo,1
taosai,0
qingduo,1
pengquan,0
binjie,0
jiji,1
youlv,1
dajing,1
taoniang,0
chunmiao,1
douyi,0
yuansha,0
jinxu,0
shizhong,0
muning,0
fanxuan,0
huiren,1
yuanci,0
mengwen,1
hanbei,1
fangyin,0
qinggan,0
mochun,1
kefang,1
guangfu,0
guiqun,0
xiluan,0
naitong,0
fuya,1
xiuzhen,1
meisi,0
huiren,0
jiexian,0
woyi,0
xicun,0
weiye,1
dawu,0
shengyao,1
nixiang,1
juanting,1
huixia,0
zhuanying,0
yuyun,0
mengjing,0
hecong,1
boting,1
xicun,1
xiangling,0
lizuan,0
hangqi,0
ganyun,1
congdang,1
zeding,0
gunhou,0
changfu,0
xinde,0
ledi,0
zhuosong,0
dabin,0
lingbao,0
konghua,0
chaomin,0
zuxu,0
yaobai,0
rupu,1
zehong,1
maoxue,0
deyun,1
lumin,0
meijuan,0
shengnei,0
haiming,1
jingxie,0
chengwen,1
xunai,0
zhangning,0
minqiong,1
hongsan,0
dongdi,1
feini,0
manman,0
bingjie,1
dongsheng,0
chuansong,0
kaishun,0
duohu,1
gangqiong,1
zhiluo,0
wenchu,1
honglai,0
cengbei,0
cainuo,1
yunduo,0
gaoxin,0
zhonggang,0
boer,0
zanjing,0
zhengzeng,0
leiduo,0
hangxin,1
aowen,0
xibei,1
maner,1
chaomeng,0
weiran,1
dongli,0
zhengwang,0
azhao,1
wensui,0
rongchan,1
kaixin,0
peihao,1
nange,0
bingyue,0
zhengshuo,0
yuetang,1
meiwei,1
shiruo,1
xinniang,0
yaochun,0
jueyin,1
zidai,0
hongdu,0
kaizhou,0
yinghong,1
bixiao,1
suixuan,0
zhuopi,0
eryou,1
jiazhu,0
jingfu,1
quanjiang,0
haoru,0
huipi,1
huajing,0
yongge,1
dansong,0
miyue,1
hengqing,1
zirun,0
jutai,0
junyue,1
jiner,0
jinjin,0
ningjuan,1
langdi,0
liutong,1
wangxi,0
feibai,0
fengting,0
diqi,0
kaiwan,0
honglei,1
kuizhong,0
youfeng,1
nuolin,1
enning,1
qiongxu,1
saqian,0
yaojiu,0
haofang,1
guangrui,1
ruzhen,1
qingxiang,0
weitie,0
junhun,0
zhengxuan,0
lipei,0
shice,0
chundan,1
haoge,0
yueshan,0
kouwen,1
baozhu,1
lefeng,0
dangbu,0
jiadie,1
tangtuo,0
zhiai,1
zuoxia,0
xiaodai,0
shengkang,0
tingying,1
zhenpo,0
zhenzheng,0
nuoshi,1
zhiao,0
dongya,0
qingen,0
meiluan,0
tinggen,0
liushan,0
meixia,0
duojiu,0
huzhi,0
sangling,1
biange,0
ouxiang,1
mengjue,0
kexun,0
zhenkuan,0
chuyu,1
jueshi,0
zushang,0
yaobin,0
xikui,1
dongzhi,0
lianqian,0
xizhang,0
shaoting,1
shuiyi,1
yangze,1
antong,1
sheshu,0
queqi,0
shimei,0
tingyue,0
genmin,0
xinhui,1
jiangdu,0
deyang,0
zhehuang,0
xingze,0
keru,1
yingcai,1
kan,0
diaoxia,1
binrong,0
feiben,0
qindan,0
shanjie,0
mouxin,1
cenju,1
qianxue,0
enfeng,0
yanda,0
muxuan,0
runzhao,0
zhangrong,1
sizhu,0
weijia,1
jiongzan,0
songqin,1
zongyan,0
kuangli,0
manwei,0
fengqing,1
qinglei,0
ruda,0
caihou,0
yinteng,0
xike,0
mengdao,0
tongya,1
yushui,1
yinger,1
liru,1
ruicheng,0
jingkun,0
rundao,0
shu,0
ruhun,0
xinhui,0
heqiao,1
liuli,0
binwu,0
bailu,0
gaohan,0
jizhe,0
qile,0
chijing,1
yangqin,1
qichu,0
yinwei,1
jinzhong,0
xuehao,0
jiekuai,1
wujing,1
xianghui,1
minbo,0
miaoxuan,0
leizeng,1
nihui,1
pingshan,1
anmou,0
duoren,1
danci,1
tujin,0
hemiao,1
naide,0
xilong,1
yunshang,1
zhuoxiao,0
ouqi,1
xia,1
tuxiang,1
hesong,0
yuanmei,1
wener,1
shuohua,1
baoqian,0
xianghong,0
songlian,0
hongan,0
huiyu,1
guanghu,0
jingjue,0
rongchen,1
zhanxin,0
zhuocheng,0
daicheng,0
haha,0
dingmie,0
suile,1
meilv,1
miaoran,1
silian,0
yuanjia,1
heyue,1
zhuohua,1
chunshuai,0
dinglun,0
xingsong,1
jieai,0
meigui,1
mingjie,1
fangqiao,1
shusen,1
yanfen,1
amei,1
siluo,0
mingxiao,1
wanjiao,0
taoye,1
xiaoxin,1
tenglian,0
simeng,0
wuzi,0
huicai,1
junbao,1
xiaogang,1
aishu,1
fangru,1
benqing,0
yelong,0
sanda,0
yongli,0
sulan,1
chaoxuan,1
honghuo,0
dianjun,0
zhenghu,0
baolin,1
danyong,1
erce,1
yingyang,1
cuifeng,0
cunwei,1
hengbo,0
qiangmu,0
shenyao,0
xiangfan,1
fangshi,0
kuiting,1
jinzhao,0
ruoyan,0
saijun,1
aimian,0
zaiqin,0
chaoning,0
renjian,0
hanlin,0
qingrui,0
hetian,0
guangyu,0
zhaosheng,0
pengsheng,0
zhemei,0
yiou,0
yanlie,0
zhizeng,0
yuchuang,0
landi,1
cengke,0
yanxue,1
errui,0
xianran,0
daqiu,1
fengshang,0
chuanmian,0
guizi,0
yaohan,1
kaiheng,0
jingli,0
qidan,0
yexiang,1
bailei,0
hongyou,0
suichen,0
haoduo,1
xuanlei,0
nishang,1
xiankao,0
yipin,0
shengxi,1
xinsan,1
yadong,0
ruopo,0
dabing,0
pengkui,1
lubin,0
yinqin,1
lusan,0
zhuo,0
puwei,0
miaoci,0
tongnuo,1
weidong,0
chailing,0
bengyan,0
kaikang,0
linjun,1
xianan,1
geti,0
zuoxuan,0
tingjin,1
shengwen,1
zhanjuan,1
xiaodie,0
aihan,1
wenxian,0
shuotong,0
baihou,0
zhenchu,0
piaoxin,1
huabi,0
hanan,0
gangpa,1
ruishi,0
liti,0
tingchen,1
mingzhui,1
baqie,0
jianyun,0
zefu,0
qiaoxia,0
encheng,0
shouren,0
xinchun,0
cairu,0
benghu,0
shaolin,1
qinglun,0
benyue,0
wenzeng,0
chunfang,0
chengge,0
chuer,1
ganxi,0
tongle,0
chala,1
qinxiang,0
yaobang,0
zonghuan,1
jilu,1
aimi,0
xuyan,1
zhongzhou,0
fenqiu,1
dalin,1
zhanzuo,1
dezhe,0
niren,1
erhui,1
xidun,0
xincong,0
fangsa,1
jimeng,1
hunning,0
longqian,1
luangun,0
zhanrong,0
chuangjue,0
xuanpo,0
yunyan,1
huanguang,0
zhuoyun,1
qijin,1
rutong,0
yuezhao,0
liangxian,0
qiangfen,1
yige,0
huannie,1
linyuan,1
tingshuang,1
yuezi,1
zhenrui,0
xiongfeng,0
baomei,1
suzhen,0
jiumei,1
sisi,0
jinhu,0
lingming,0
yuanli,0
tieyan,0
luai,1
guanbin,0
anliu,0
baizheng,0
luanwa,0
haodang,0
kunnan,1
aoxiao,0
quling,1
zile,0
tongqu,1
degui,0
yunyuan,1
niniang,0
ningzhe,0
ruoluo,0
zuonuo,0
aitong,1
qizhong,1
nuanqian,1
yuancui,1
zhixiao,0
mengran,0
qingxi,0
fali,0
haodan,0
huilu,1
luoxin,1
mengang,0
cenxiang,1
ruling,0
shuochen,0
chunzhe,0
taixu,0
yingtao,0
huixiang,1
kuzhen,0
chanshi,1
timin,0
jueluo,0
jiangfei,0
wantan,1
daohao,0
aifeng,1
yunzhi,1
qiteng,0
rujia,1
minjun,1
shifan,1
ruirou,0
desheng,0
gengtong,1
yeye,1
zui,0
lianhan,0
kesai,0
guihu,0
binqi,1
guohong,0
shele,0
jinqun,1
hongfeng,0
yewu,0
maozhang,0
yongyin,1
ruiru,0
meizhao,1
zuyong,0
baqiong,0
zhoumin,0
luoqian,0
erzhou,0
tianxu,0
weiya,0
zaobi,0
dingqi,0
jiaoran,1
yanlun,1
zhaoai,1
chixi,0
benlong,0
zongjian,0
linnan,0
dangni,1
kangle,0
landai,0
rongtong,1
mudan,0
likai,1
aiku,0
tongtan,1
chenglai,0
cengwu,0
yance,0
zangjin,0
maodou,0
fushi,0
mingrun,0
nimei,1
zhuofeng,0
xiaomi,0
nuowen,1
xuankui,0
xiance,0
kangyun,0
hongfan,0
aoben,0
tushi,0
futian,1
laimao,0
qianjiang,0
yongguo,0
tingchao,0
qingchang,1
yangwen,1
gangyuan,0
tongwei,0
zhelan,0
tanwei,0
cengyuan,0
xingfei,1
haoxi,0
sijun,0
baohan,0
mingsang,1
peixiao,1
zhongjuan,1
meixing,1
zhenhuan,0
jichao,0
xiaojian,0
xiuhui,1
kaixie,0
bihui,0
yuanzhao,0
youcai,0
jingsan,0
xiangxue,0
ningsheng,1
qingnv,0
luying,0
kuangcan,0
paijian,0
jiaxiang,0
zhaotao,0
hui,0
enen,0
xintan,0
gangzhao,0
guiping,0
ganbo,0
dayue,1
yingshuo,0
yongzi,1
heshan,0
limiao,0
pengsen,0
diaochuan,0
baolu,1
xiaokang,1
fanghuan,0
yangyong,1
nuanjie,1
xinpan,1
sujie,1
gengxin,1
gonglv,0
leli,0
jiangling,0
zhengchen,0
shoutai,0
sha,0
bailin,0
ruonuo,0
gusui,0
zhanmou,0
jiaquan,1
qiequan,0
xuecai,1
liluo,1
miaosu,1
ganhai,0
zhongmei,1
yahan,1
tianzun,0
daibin,0
zewei,0
cunbao,0
lang,0
kongbai,0
leiming,1
luoniu,0
huayang,0
jiyue,1
chunze,0
ruinuo,0
porou,0
huating,1
wenqie,1
jibao,1
kairui,1
juanfei,1
aochen,0
chenzi,0
danlong,0
yannian,0
shaohai,0
mingbo,0
songben,0
cengjie,0
youqun,1
xiaoshan,0
zexi,1
jianheng,1
bangrui,0
danying,0
xianger,1
sichu,0
naiping,0
shuanghui,1
xuanqian,0
hongge,0
hengou,1
minliao,1
meishan,1
diaoying,1
duman,0
fenxie,1
zhanzhang,1
huanquan,0
qiefeng,0
kong,0
fanyue,1
dangtao,0
xiangwa,0
huaxiang,1
rehan,1
aowei,1
gangye,0
zidong,1
shuiji,0
taohui,1
chunni,0
qiaojie,1
chekuang,0
piaofei,1
shibang,0
mingyao,1
ganglian,1
wuxi,1
suifeng,1
youluan,0
yandeng,0
menghan,1
zepin,0
fangmiao,1
wanfa,0
boai,0
zhuoshu,0
chunnuo,1
sa,0
aijie,1
tianhui,1
pitang,1
yici,0
xuming,1
zhongqin,1
mier,0
yinou,0
dannuo,1
chuzhe,0
zhengyu,1
lingyue,0
wensha,1
xiaochen,1
enxuan,1
dehua,0
degun,0
lianying,1
yinggang,1
zhenshuai,0
xunyan,0
rongqi,1
zhulan,0
kaiyu,0
zhongyin,0
yizu,0
yanfu,0
jinbei,1
shangren,0
tianjue,0
kuo,1
zhuangrui,1
gengchang,0
xiangrong,0
guangshu,0
qiongfang,0
ningshu,0
tianan,0
miaojun,1
huiqing,1
shengfei,1
fengying,0
ruogu,0
yuexue,1
zhanyan,0
liutou,0
chala,0
lexian,1
yanji,0
haizu,0
xiaoguan,0
liezao,1
chirun,0
liunuo,0
ruiao,0
shanzhe,0
shunkang,0
licheng,0
rongbo,0
zongqi,0
zhidong,1
zhenyang,0
shangzhi,0
qinrun,1
jiaotong,1
tiequn,1
xiangguang,0
weiqiao,1
xupai,1
zhuoyue,0
liangyuan,0
duanhui,1
guangyi,0
taiyan,0
geli,1
yanlai,0
xinming,0
pengshuai,1
chan,0
duoman,1
guyi,0
qingfei,1
lizao,1
baotong,1
jinsa,1
yuntian,0
zhutian,0
xinfu,1
zhenpu,0
keshui,1
meiting,1
yingpan,0
zhenheng,0
huanlei,0
tenggang,0
rongmu,0
xichi,0
lusheng,0
mingui,1
zuwei,0
rouqiu,0
peiqiang,0
suda,1
kongqian,1
changye,0
yingzi,1
guanhua,1
yingwei,1
wenning,0
xiaoyue,0
jiangxun,0
ningshao,0
ganyong,0
meixing,0
meizu,1
yingqing,1
saikang,0
baogang,0
wenrou,0
yougui,0
tuxuan,0
jiuci,0
zhengsi,1
sutong,1
jieren,0
minjiang,0
enyao,0
weipu,1
tuancheng,0
qianhong,0
dongyue,0
zhenshen,0
cangjuan,1
nuojiao,0
gekuo,0
nalai,0
peitong,0
lianfang,1
yanjiao,0
cina,0
runhe,0
yuanjia,0
wenfeng,1
chengluan,0
bangyu,0
enfan,0
bingmo,0
danxu,0
peizheng,0
jingyi,1
junjia,0
yizan,0
zhuanzhi,0
huanbiao,0
linrun,1
menghui,1
bianzhe,1
ruizhuo,1
jiangshui,1
ruidie,0
sufeng,1
chuiyu,0
kaizheng,0
chenmi,1
yongwei,0
wuxiu,1
zhenqiu,1
kangkui,0
jipei,0
xunzhi,1
lincha,1
diaoshan,1
huisha,1
tongran,1
yangeng,1
beier,0
shiai,1
